1024,0,00
1024,0,00
1024,0,00
1024,0,00
1024,0,00
1024,0,00
1024,1,00
1024,1,00
1024,1,00
1024,1,00
1024,1,00
1024,2,00
1023,2,00
1024,2,00
1024,2,00
1023,2,00
1024,2,00
1023,3,00
1024,3,00
1024,3,00
1023,3,00
1024,3,00
1024,3,00
1024,4,00
1023,4,00
1024,4,00
1024,4,00
1023,4,00
1024,4,00
1024,5,00
1023,5,00
1024,5,00
1024,5,00
1024,5,00
1024,5,00
1024,6,00
1023,6,00
1024,6,00
1024,6,00
1024,6,00
1024,6,00
1024,7,00
1024,7,00
1024,7,00
1024,7,00
1024,7,00
1024,7,00
1024,8,00
1024,8,00
1022,8,00
1024,8,00
1024,8,00
1022,8,00
1024,9,00
1024,9,00
1024,9,00
1024,9,00
1024,9,00
1024,9,00
1024,10,00
1024,10,00
1024,10,00
1024,10,00
1024,10,00
1024,10,00
1024,11,00
1024,11,00
1024,11,00
1024,11,00
1024,11,00
1024,11,00
1024,12,00
1024,12,00
1024,12,00
1024,12,00
1024,12,00
1023,12,00
1024,13,00
1023,13,00
1024,13,00
1024,13,00
1024,14,00
1024,14,00
1024,14,00
1024,14,00
1024,14,00
1024,14,00
1024,15,00
1024,15,00
1024,15,00
1024,15,00
1024,15,00
1024,15,00
1024,16,00
1024,16,00
1024,16,00
1024,16,00
1024,16,00
1024,16,00
1024,17,00
1024,17,00
1024,17,00
1024,17,00
1024,17,00
1024,18,00
1024,18,00
1022,18,00
1023,18,00
1024,18,00
1024,18,00
1024,19,00
1024,19,00
1024,19,00
1024,19,00
1023,19,00
1024,20,00
1024,20,00
1024,20,00
1024,20,00
1024,20,00
1023,20,00
1024,21,00
1024,21,00
1024,21,00
1024,21,00
1024,21,00
1024,22,00
1024,22,00
1024,22,00
1024,22,00
1024,22,00
1022,22,00
1024,23,00
1023,23,00
1022,23,00
1024,23,00
1024,23,00
1024,23,00
1024,24,00
1024,24,00
1024,24,00
1024,24,00
1024,24,00
1024,24,00
1024,25,00
1024,25,00
1024,25,00
1024,25,00
1024,25,00
1024,25,00
1024,26,00
1024,26,00
1024,26,00
1024,26,00
1024,26,00
1024,26,00
1024,27,00
1024,27,00
1023,27,00
1024,27,00
1022,27,00
1024,27,00
1024,28,00
1023,28,00
1024,28,00
1024,28,00
1023,28,00
1024,28,00
1024,29,00
1024,29,00
1024,29,00
1024,29,00
1024,29,00
1024,29,00
1024,30,00
1024,30,00
1024,30,00
1024,30,00
1024,30,00
1024,30,00
1024,31,00
1024,31,00
1024,31,00
1024,31,00
1024,31,00
1024,31,00
1023,32,00
1024,32,00
1024,32,00
1024,32,00
1024,32,00
1024,32,00
1023,33,00
1023,33,00
1024,33,00
1022,33,00
1022,33,00
1024,33,00
1024,34,00
1024,34,00
1024,34,00
1024,34,00
1024,34,00
1024,34,00
1024,35,00
1024,35,00
1024,35,00
1024,35,00
1024,35,00
1024,35,00
1024,36,00
1024,36,00
1024,36,00
1024,36,00
1024,36,00
1024,36,00
1024,37,00
1024,37,00
1024,37,00
1024,37,00
1023,37,00
1023,38,00
1024,38,00
1023,38,00
1024,38,00
1024,38,00
1024,38,00
1024,39,00
1024,39,00
1024,39,00
1023,39,00
1024,39,00
1024,39,00
1024,40,00
1024,40,00
1024,40,00
1024,40,00
1024,40,00
1024,40,00
1024,41,00
1024,41,00
1023,41,00
1024,41,00
1024,41,00
1024,42,00
1024,42,00
1024,42,00
1024,42,00
1021,42,00
1024,42,00
1024,43,00
1023,43,00
1024,43,00
1023,43,00
1024,43,00
1024,43,00
1024,44,00
1024,44,00
1024,44,00
1024,44,00
1024,44,00
1024,45,00
1023,45,00
1024,45,00
1024,45,00
1024,46,00
1024,46,00
1024,46,00
1024,46,00
1024,46,00
1023,47,00
1024,47,00
1023,47,00
1024,47,00
1024,47,00
1023,48,00
1024,48,00
1023,48,00
1024,48,00
1024,48,00
1024,49,00
1024,49,00
1024,49,00
1024,49,00
1024,49,00
1024,49,00
1024,50,00
